dataMatrix	LivCan_299_014.mzML	LivCan_085_018.mzML	LivCan_300_015.mzML	LivCan_309_020.mzML	LivCan_086_019.mzML	LivCan_363_016.mzML
variable_2559	22.6122381019116	22.7978569588456	22.5049478519864	21.5970189275352	22.2520950654645	22.4266736434415
variable_2560	21.4328201994877	21.6338362217143	21.3434584090908	20.4226248981194	21.0730600296451	21.2564612610195
variable_2562	21.2149458630423	21.0894820532833	21.5288391022041	19.7977495561446	20.9028320480217	20.523184356724
variable_2563	19.8397198194428	19.6111808683476	20.1319570566575	18.102812458229	19.4722513139972	18.939383706157
variable_2569	14.8271698989379	14.3988872332963	15.2415264177176	13.0812804524541	14.4243502390761	13.7550233684984
variable_2587	12.3735767779816	12.8236181917498	12.1983021540052	NA	NA	12.4819513667567
variable_2593	13.2802286287169	13.2311712359658	NA	NA	13.4047604079578	12.5226013012706
variable_2596	15.7441106086111	16.119091490777	14.8850942326405	14.8672101071826	15.5980161650197	15.8865108512554
variable_2597	14.5194350905404	14.8240072997484	13.8684362555789	13.6977021574184	14.4731273881257	14.6947757561897
variable_2627	12.7507191040245	12.9974177084839	12.653242826354	NA	12.4164189932716	12.0133345474612
variable_2628	NA	13.9248888432659	13.7420921614115	13.585847075004	NA	14.0192517400647
variable_2632	17.1616629611296	17.2442285335539	17.0559264918888	16.7788087471802	16.9498440510177	17.2619304982654
variable_2636	15.9161620973556	15.9886476338405	15.7708609527489	15.4452615314549	15.6178518643241	15.9906900437222
variable_2639	12.9367353363521	12.8129256880715	12.891973361188	13.0370113826164	12.6875975705085	13.0238941339073
variable_2640	15.8385260818104	15.6560873288917	16.1009155408809	14.5935198601264	15.6413124847367	15.4863673788666
variable_2642	14.3749890097122	14.1633041121778	14.669888669621	13.0520838972637	14.1757364149377	13.9894426780341
variable_2644	15.7374602161138	15.7553537024633	15.6526359781238	15.3366461224027	15.4521984674426	15.7794368298342
variable_2645	14.568697467064	14.6129965933391	14.4287616138645	14.2816448498982	14.3321642441102	14.6595644737889
variable_2651	14.2396569760303	13.8653819448127	14.5748410070701	NA	13.9849425657758	13.7369641906154
variable_2711	19.8173525619449	21.2337812405506	20.8641137309091	21.1974208105505	21.4429734687637	21.2717012071507
variable_2713	18.9450281459149	20.2467593638792	19.8880539284347	20.2530843830344	20.4837695161845	20.276194480839
variable_2716	16.9877410706856	NA	18.1061302959881	18.4618397626911	NA	18.5012371623026
variable_2717	14.4567025907376	15.9259854967988	15.5347275041242	15.9305745688796	16.1065034697581	15.9891251420367
variable_2718	NA	13.2652343321895	12.8529175230641	13.373878484353	13.5204442640094	13.3603498689389
variable_2729	18.5345110837529	19.6814108130591	19.4084440379077	19.5249076644334	19.742439983077	19.6623269906812
variable_2730	17.4429387474158	18.6293082332543	18.3574124677512	18.4852534514468	18.7020889483647	18.6216381468118
variable_2731	15.9617374424608	17.2044028186764	16.8809672404694	17.0465584831348	17.2586429132164	17.1993653798323
variable_2734	14.083873952896	15.2148124345011	14.9596150684665	15.0214389705442	15.2757233866882	15.2263236876697
variable_2736	NA	13.1601344622358	12.8664703152712	12.9532679908869	13.0144721536799	13.0689328699886
variable_2740	15.2871991859195	16.0125955188237	15.8801450382102	16.0263742745204	16.0687542713806	16.0489440292035
variable_2742	14.3279579708712	15.0648085989941	14.9779927101424	15.0341017825469	15.0304783914485	15.0504781126633
variable_2744	12.6678243078748	13.3354956689839	13.1453455340291	13.1356289520709	13.2698429377769	13.257526258372
